0,-0.219250029
0.063466518,0.220103234
0.126933037,1.165317536
0.190399555,0.722484553
0.253866073,1.174863632
0.317332591,1.076223239
0.38079911,0.524861642
0.444265628,1.151098896
0.507732146,0.739865763
0.571198664,0.735730734
0.634665183,0.925011779
0.698131701,0.074036575
0.761598219,1.375363705
0.825064737,0.36864866
0.888531256,1.113083203
0.951997774,0.575174368
1.015464292,1.154110504
1.07893081,-0.071882274
1.142397329,-0.036766603
1.205863847,0.142299808
1.269330365,-1.280435238
1.332796883,0.08516215
1.396263402,0.290381125
1.45972992,-0.065762926
1.523196438,-0.395217342
1.586662956,-0.981422606
1.650129475,-0.393524116
1.713595993,-0.611683507
1.777062511,-1.052956102
1.840529029,-1.332003021
1.903995548,-1.584090806
1.967462066,-2.069219641
2.030928584,-0.873315112
2.094395102,-2.585687818
2.157861621,-1.67867259
2.221328139,-1.386136472
2.284794657,-0.994314693
2.348261175,-0.481263758
2.411727694,-0.786182082
2.475194212,-1.33353995
2.53866073,-0.714366025
2.602127248,-1.587355302
2.665593767,-0.109147002
2.729060285,-0.761481823
2.792526803,-0.873085088
2.855993321,-0.704896281
2.91945984,-0.263834038
2.982926358,-0.278408565
3.046392876,1.210568697
3.109859394,-0.151729885
3.173325913,0.357247903
3.236792431,0.478239292
3.300258949,0.589324223
3.363725467,0.699752805
3.427191986,0.512549029
3.490658504,0.52592881
3.554125022,0.432871285
3.61759154,0.14745479
3.681058059,1.008113715
3.744524577,1.381258865
3.807991095,0.587506418
3.871457614,0.531069244
3.934924132,0.585597246
3.99839065,0.430184932
4.061857168,-0.156418812
4.125323687,1.131616005
4.188790205,0.543855172
4.252256723,-0.166245157
4.315723241,0.195557482
4.37918976,-0.320470694
4.442656278,-0.358472523
4.506122796,-0.222845457
4.569589314,-0.078831982
4.633055833,0.058069083
4.696522351,0.01034638
4.759988869,-1.09723838
4.823455387,-1.343058255
4.886921906,-1.150997514
4.950388424,-1.229742816
5.013854942,-1.73815107
5.07732146,-1.741170034
5.140787979,-1.065990669
5.204254497,-0.674554146
5.267721015,-1.612296888
5.331187533,-1.807327774
5.394654052,-1.59028901
5.45812057,-1.892945866
5.521587088,-1.460967772
5.585053606,-1.025976417
5.648520125,-1.175456694
5.711986643,-0.401651134
5.775453161,-0.816082623
5.838919679,-0.514035697
5.902386198,-0.684728437
5.965852716,0.196722614
6.029319234,-0.920451284
6.092785752,-0.309093103
6.156252271,-0.594456858
6.219718789,0.550504522
6.283185307,0.700471791
